standard_text,dialect_text,dialect
তবে আমার গার্লফ্রেন্ড আমাকে বলেছে আমি তাকে যেভাবে রাখবো সে সেভাবেই থাকবে,তবে আর ফ্রেমিকা আরে হইয়ে আই তারে যেনে রাইক্কুন এনেই তাকিবো,Chittagong
তাই আমি তাকে লুকিয়ে বিয়ে করতে চাই,তাই আই তারে লুকাইয়েরে বিয়া গইত্তাম চাই,Chittagong
আমার গার্লফ্রেন্ড এর বয়স ১৯ বছর,আর ফ্রেমিকার বয়স ১৯,Chittagong
আমি চাচ্ছি ট্রেনিং থেকে ফিরেই তাকে বিয়ে করতে,আই যাইর ট্রেনিং অত আইয়েরে বিয়া গইজ্জুম।,Chittagong
যদি লুকিয়ে বিয়ে করি পরবর্তীতে কি তার ফ্যামিলি কোনো সমস্যা করতে পারবে?,যদি লুকাইয়েরে বিয়া গরি তারফরে তার ফ্যামিলি কি হোন সমইস্যা গরিবো না?,Chittagong
আমাদের ফ্যামিলি থেকে ওদের ফ্যামিলি অনেক বড়লোক,আরার ফরিবারেত্তুন তার ফরিবার বহুত ডর,Chittagong
আমি গ্রামের ছেলে ঢাকাতে একটা প্রাইভেট বিশ্ববিদ্যালয়ে পড়াশোনা করি,আই ঢাহা তাহি এক্কা ফ্রাইবেট বিশ্ববিদ্যালয়ত ফন্না ফরি,Chittagong
তার সাথে পরিচয় তাকে প্রাইভেট পড়াতে গিয়ে,তার ফোয়ারির ফরিচয় তারে ফরাইতে গেইল।,Chittagong
দয়া করে পরামর্শ দিন বিয়ের পরে কি তার পরিবার কোনো সমস্যা করতে পারবে?,দয়া গরিয়েরে ফরামর্শ দোন বিয়ার ফরদ্দি কি তার ফরিবার হোন সমইস্যা গরিত্তারে না?,Chittagong
আমি আর আমার বয়ফ্রেন্ড একি স্কুলে পড়তাম,আই আর ফ্রেমিত একই স্কুলত ফইত্তাম,Chittagong
ক্লাস নাইনে আমাদের প্রথম কথা হয় ফেসবুকে,ক্লাস নাইনত আরার ফ্রথম হতা অয় আরার ফেসবুকত,Chittagong
এরপর থেকে ক্লাস টেনে রিলেশনে যাই,এয়ার ফরত ক্লাস টেনত রিলেশনত গেইলাম,Chittagong
আমার বন্ধুত্ব ছাড়া অন্য কিছুর ইচ্ছা ছিল না,আর বন্ধুত্ব ছাড়া অন্য কিছুর ইচ্ছা নো আসিল,Chittagong
কিন্তু ছেলেটা অনেক ভালো মানুষ কোনো নেশা নাই,কিন্তু ফোয়া ইবা বহুত ভালা হনো নেশা নো আসিল,Chittagong
আমি সবকিছু বুঝে প্রেম করতে গেলাম,আই বেয়াক্কিছু বুঝিয়েরে ফ্রেমত গেইলাম,Chittagong
প্রথমদিকে অত ভালোবাসতাম না,ফ্রথম দিকত এইল্লে ভালোনোবাসিতাম,Chittagong
আমাদের ম্যাক্সিমাম কথা হয়েছে অনলাইনে,আরার ম্যাক্সিমাম হতা অইয়ে অনলাইনত,Chittagong
ততদিনে আমি অনেক ভালোবেসে ফেলেছি ওকে,ততদিনত আই তারে বহুত ভালোবাসি ফেলাইয়ে,Chittagong
ওর আর আমার স্কুল ফ্রেন্ডরা সব জানত,তার আর আর স্কুলত ফ্রেন্ড তারা জানিত,Chittagong
তারা আমাকে পছন্দ করত চাইত আমাদের সম্পর্ক আবার জোড়া লাগুক,তারা আরে ফসন্দ গইত্ত চাইত আরার সনফরক আবার জোড়া লাগিবেল্লাই,Chittagong
এভাবে গেঞ্জাম হয় আবার মিল এরকম করতে করতে ৫ বছর হয়েছে এখন,এইল্লে গরিয়েরে গেঞ্জাম অয় আবার মিল অয় এইল্লে গইত্তে গইত্তে ৫ বছর ফার অই গিয়ে,Chittagong
